"","BLANK_2_Dup1","BLANK_2_Dup2","BLANK_2_Dup3","BLANK_2","C12.1","C12.3","C12.4","C15.1","C15.2","C15.3","C15.4","C9.1","C9.2","C9.3","C9.4","D12.1","D12.2","D12.3","D12.4","D15.1","D15.2","D15.3","D15.4","D9.1","D9.2","D9.3","D9.4","F12.1","F12.2","F12.3","F12.4","F15.1","F15.2","F15.3","F15.4","F9.1","F9.2","F9.3","F9.4","QC.1.Dup","QC.1","QC.2","QC.3","X12.1","X12.2","X12.3","X15.1","X15.2","X15.3","X15.4","X9.1","X9.2","X9.3","X9.4"
"Label","bla_0","bla_0","bla_0","bla_0","con_12","con_12","con_12","con_15","con_15","con_15","con_15","con_9","con_9","con_9","con_9","dro_12","dro_12","dro_12","dro_12","dro_15","dro_15","dro_15","dro_15","dro_9","dro_9","dro_9","dro_9","foc_12","foc_12","foc_12","foc_12","foc_15","foc_15","foc_15","foc_15","foc_9","foc_9","foc_9","foc_9","qcs_0","qcs_0","qcs_0","qcs_0","xvm_12","xvm_12","xvm_12","xvm_15","xvm_15","xvm_15","xvm_15","xvm_9","xvm_9","xvm_9","xvm_9"
"M1117.784T13.112","20400.208","20400.208","20400.208","20400.208","23492.2502","22580.275","23879.193","15833.485","24995.759","20504.696","23941.919","24333.836","25219.898","24168.895","16036.651","17365.942","20838.493","25350.881","26419.858","20233.229","23507.211","24380.72","23500.333","24515.681","23905.706","21009.819","16888.514","25674.571","24639.243","20886.438","21168.992","23985.6522","22342.978","23296.171","15184.902","23423.451","25370.625","15594.644","24254.353","25198.001","25198.001","25078.496","25612.486","23226.013","22571.022","20152.373","23383.744","24340.771","19873.404","29714.737","15329.31","24574.791","24182.144","22643.635"
"M1118.774T17.122","10551.094","10551.094","10551.094","10551.094","14926.0119","19540.446","14697.962","13266.141","19746.257","11763.411","13469.565","17330.79","16372.972","13791.766","17217.964","15333.701","15769.757","18653.794","20304.732","15145.322","19812.071","14268.954","20249.691","15914.765","14561.619","17875.466","15692.092","20262.008","13467.953","9323.59","11964.527","16052.6787","13978.321","16510.493","16140.632","13086.233","16455.218","15969.766","14572.177","21457.939","21457.939","14748.112","18408.009","14828.352","14536.589","12867.352","14576.387","14983.542","10679.554","21034.902","15100.881","13705.665","17901.544","15831.352"
"M1120.12T13.11","41185.28","41185.28","41185.28","41185.28","41121.4568","44442.845","47113.346","48651.265","50215.377","40458.704","43902.808","47045.416","46138.712","45448.735","46799.326","48548.953","42727.574","43974.955","49219.451","46367.758","45689.476","43411.22","46004.081","49736.102","46767.609","46730.48","49798.727","47497.51","48346.344","37541.51","42622.481","45483.3244","49945.148","48761.945","47270.391","44611.647","45307.408","45936.03","51397.256","43680.703","43680.703","46356.045","45332.584","45323.075","48213.556","43314.055","46490.953","48671.636","41603.03","58418.772","47681.999","47432.012","49061.887","48222.646"
"M1120.777T16.117","22220.736","22220.736","22220.736","22220.736","26254.2162","26420.099","28775.983","30186.303","28578.581","36886.024","46109.748","26439.461","25459.261","43951.488","30269.864","30946.359","25700.2","31648.662","29152.858","46093.535","27625.204","49962.925","28086.405","25932.423","22414.126","41901.755","23108.523","27292.799","24814.144","16996.438","40713.53","25981.5916","30534.269","26400.269","28161.566","29880.422","29795.118","27829.85","26100.719","25181.743","25181.743","28437.056","25639.59","25889.436","30058.823","26477.581","25343.653","26698.58","20144.252","32348.715","29111.072","28770.494","28503.254","29349.786"
"M1121.442T16.134","8687.665","8687.665","8687.665","8687.665","10530.742","10628.545","10020.525","10651.627","12260.488","7232.043","8222.666","10951.675","11351.954","10974.826","12112.058","10642.514","10293.665","10178.42","11826.803","8604.781","19127.754","19283.936","12066.377","12047.283","11173.5","9881.556","10483.733","11874.847","9971.42","6895.158","8421.54","10558.5917","12507.47","10800.748","11263.824","9913.167","10990.426","10304.765","10841.837","8169.08","8169.08","9587.093","11518.161","11401.436","11216.608","10310.192","10075.009","11203.518","7838.39","12888.664","12266.69","10422.777","10660.513","10423.177"
"M1121.782T12.114","9462.148","9462.148","9462.148","9462.148","8347.7439","10122.475","10028.15","9703.232","10122.276","8809.774","9039.036","8750.01","9396.508","10520.321","7455.896","10935.992","7696.999","9522.584","10296.653","8902.248","9855.213","10528.242","9862.135","8748.427","9545.11","9438.907","8836.233","7899.046","11086.425","9511.571","9398.852","8701.7852","9093.644","8170.298","10592.218","9787.274","10332.511","9853.48","20976.742","11232.227","11232.227","9179.207","9995.898","18000.049","12368.946","8775.417","8892.127","11082.537","9368.18","10774.721","8862.356","9837.424","11157.372","11085.636"
"M1121.785T12.107","9462.148","9462.148","9462.148","9462.148","8347.7439","10123.62","10028.15","9706.568","10776.618","8796.663","8423.085","8751.118","9398.265","10519.783","7455.896","10935.739","7696.999","9649.664","10296.639","8902.248","9855.213","10528.242","9862.979","8745.372","9550.768","9438.907","9720.687","9367.882","11083.227","9511.571","9403.816","8702.636","9094.755","8171.38","10594.914","9128.759","10330.81","9854.215","11097.33","11231.866","11231.866","10762.19","9995.898","6752.588","8288.681","8775.417","8892.127","11082.537","9370.292","10774.721","8842.69","9858.832","9897.636","13094.827"
"M1123.281T13.108","13683.157","13683.157","13683.157","13683.157","12718.4505","14187.634","14822.414","15369.154","13933.321","11994.115","13831.717","6887.742","14898.678","13865.857","12730.306","8559.602","12917.499","12390.597","14153.266","12805.601","15843.58","14295.337","15360.389","14021.487","15186.295","13923.254","7227.822","11233.6","14218.163","12188.753","13218.803","13629.3101","16003.409","14682.354","14150.025","15210.797","14541.679","14198.611","13249.184","15845.488","15845.488","16822.316","16459.184","14050.069","9133.502","14262.442","12233.683","5742.892","13821.359","16448.14","13933.873","13179.904","14053.615","15300.454"
"M1125.783T12.61","21295.505","21295.505","21295.505","21295.505","17092.8449","19915.988","16829.52","17177.016","22218.463","17530.504","18875.818","19962.365","18630.416","15940.002","15379.246","19095.422","16769.036","17242.135","17219.227","20701.524","16996.876","18688.481","17768.206","20827.245","21320.024","19901.768","16324.174","15654.753","16677.805","20632.604","19603.414","20957.1212","18990.624","19306.085","18372.414","19535.149","19797.428","18072.078","18008.588","28154.211","28154.211","17238.655","17412.08","17908.903","16113.327","18765.845","17340.05","17456.504","17687.428","18828.181","17332.75","16374.427","21360.866","24049.051"
"M1126.276T16.125","8531.713","8531.713","8531.713","8531.713","9978.7964","9376.044","9095.698","11211.711","6999.195","6928.108","6282.142","10564.627","10483.429","10059.063","10795.977","8382.739","10146.558","10972.949","11389.59","8613.762","11052.979","8068.937","10922.602","10544.128","12013.116","7633.727","10439.495","9210.463","8575.946","7337.374","7874.791","11414.4229","10993.112","9960.511","9409.982","8459.302","10017.964","9576.733","19191.813","9930.468","9930.468","8976.309","10842.274","8698.813","8631.818","9311.386","10062.921","10052.112","6926.017","11424.43","10120.936","11016.952","10007.502","12716.034"
"M1128.278T13.111","14169.839","14169.839","14169.839","14169.839","13030.7523","16163.761","13590.878","14543.67","15536.927","15622.803","16503.54","16338.87","16128.459","14082.798","17108.078","15157.128","14757.185","15440.425","15221.928","14327.661","15314.756","15090.499","14311.405","14965.194","15170.263","15226.209","15630.78","13358.057","15017.829","12673.407","12894.552","16241.6947","17871.84","13683.882","16133.339","15690.469","17201.45","13133.282","17109.331","15829.598","15829.598","13732.077","16425.496","16488.111","14924.838","14721.086","13709.607","13180.508","13365.638","15750.533","14946.673","14191.78","15700.852","15414.681"
"M1130.109T15.006","12885.13","12885.13","12885.13","12885.13","13532.8822","12569.694","14865.099","14517.284","14858.814","13192.944","15066.928","15915.752","13805.757","14138.567","13681.603","13788.771","11805.547","14075.798","7305.852","12745.588","15981.036","12051.047","9000.445","13166.205","13482.41","12084.956","13581.289","14920.096","13824.578","12203.079","13207.079","14691.3122","12630.383","14631.792","14628.442","14431.683","14356.569","15896.923","14358.963","18239.011","18239.011","13181.512","13924.109","14006.558","15076.996","13479.882","13246.562","14536.448","12569.778","17859.713","13608.257","12717.278","12872.634","14927.404"
"M1130.78T14.113","15265.231","15265.231","15265.231","15265.231","18648.7764","16149.01","17114.093","16999.026","16856.688","14396.143","14883.679","16565.457","16200.026","18310.076","17333.05","17769.117","16434.701","9767.214","17271.425","16094.87","9065.706","16179.304","11252.06","16509.876","20165.93","16773.1","16015.973","17875.109","18496.996","13686.753","14763.799","17159.324","16037.267","17824.36","8999.127","16514.212","18260.514","17116.215","19009.139","19827.803","19827.803","20020.918","17243.672","17423.037","19828.328","17898.307","18072.641","19912.335","9012.749","20556.57","17403.99","16116.069","18161.077","19551.175"
"M1132.772T17.119","11992.646","11992.646","11992.646","11992.646","14988.8142","17889.508","15130.251","14624.835","15273.061","14926.526","15979.146","15329.386","15063.054","15227.363","16977.962","14907.552","13831.851","14403.442","19811.256","10834.076","15035.93","11292.278","16559.418","15708.986","14753.984","12267.109","14773.863","13398.88","12504.522","8247.134","9973.444","15836.2651","19083.918","15971.17","14939.714","13207.965","14987.117","14340.799","15814.968","17987.598","17987.598","15477.755","15832.206","18068.042","13338.996","11797.615","12346.573","13299.17","9662.931","14866.466","18639.752","11763.779","13656.838","12629.017"
"M1135.108T13.112","15662.196","15662.196","15662.196","15662.196","17662.9395","17824.435","18623.853","17569.056","18455.789","15770.366","16848.86","20646.162","17199.444","18440.561","16532.117","18551.331","16459.091","18963.004","20796.697","17845.433","19097.669","17924.056","18221.913","18874.454","20247.661","17456.585","18538.9","18879.772","17300.793","14892.961","18237.87","18468.3909","18754.226","20125.982","18181.235","18654.822","19130.73","17372.908","19871.295","16419.524","16419.524","19310.2","11259.678","18060.302","9444.248","15639.075","16933.542","18584.042","14408.528","21173.904","16840.782","19714.197","18331.079","11311.834"
"M1135.776T16.118","17374.097","17374.097","17374.097","17374.097","35422.6596","18886.955","22266.49","21651.172","21595.013","31476.234","20005.275","35648.626","21951.658","23118.008","23187.703","21118.487","22342.01","20424.776","23010.826","37427.359","24555.897","22325.366","21431.668","21253.089","23923.519","19735.028","21791.646","23147.234","20619.243","14012.142","29016.757","23227.6992","16778.184","34688.62","22311.086","17678.878","23147.444","25347.816","22603.223","19285.689","19285.689","26088.03","22270.182","20392.697","21499.837","34444.463","33899.282","25097.066","16089.855","25270.806","22968.7","21228.596","20633.716","21287.672"
"M1136.785T12.106","31435.004","31435.004","31435.004","31435.004","25709.2996","26839.555","28212.612","26112.694","41134.856","29302.249","32681.047","40717.565","27300.777","25313.27","28957.58","35046.826","23199.451","37225.172","36208.693","36464.116","38558.318","34115.912","35837.805","29752.947","41092.564","35615.017","27675.329","25777.529","30091.531","29098.976","31752.661","24169.2431","37012.706","36042.305","31037.224","26810.255","39199.246","39539.187","34725.809","30870.334","30870.334","29793.311","37165.162","31094.53","37323.636","23573.41","28271.802","33823.225","39253.21","50488.277","30522.177","29423.185","28527.464","33654.139"
"M1138.768T17.128","8881.328","8881.328","8881.328","8881.328","12164.6141","8965.377","11707.354","11500.265","11482.842","6539.925","8715.155","11146.092","8933.389","11990.745","14447.376","16034.616","10097.232","11927.676","13254.549","10674.692","11144.61","10708.341","12819.547","10565.814","13574.851","9362.042","13055.693","14568.747","11163.749","7525.7","7717.951","11562.0966","12445.654","10974.916","15541.911","9618.761","14828.352","11236.834","12723.049","13056.906","13056.906","10948.496","11129.074","13190.803","14191.744","10115.783","13722.152","13025.397","6360.41","17174.49","15795.206","9979.853","14364.966","8994.904"
"M1140.278T13.107","11785.396","11785.396","11785.396","11785.396","12654.1872","12563.681","12494.981","11200.363","15079.241","12085.303","13537.545","12639.157","10600.706","11385.77","13542.542","11423.519","11722.075","12831.178","13160.613","12715.222","11656.518","12150.37","12524.86","11438.241","13015.495","11756.321","14449.3","12283.735","12976.232","9712.883","9468.546","11479.5925","14151.827","14224.74","11931.436","10713.905","11368.959","12650.156","13934.769","13604.773","13604.773","12911.572","12991.423","11866.874","12486.959","11251.651","11832.98","12221.273","11475.464","15757.999","10614.564","12852","13864.532","12845.303"
"M1141.769T17.122","12445.667","12445.667","12445.667","12445.667","15275.9417","12439.518","14118.64","12845.79","15481.741","10657.854","9427.37","15442.748","15700.812","15181.408","11581.513","13871.49","12075.314","14108.198","13376.996","11050.868","13600.934","12211.332","12994.304","13696.055","13531.404","10307.568","14410.325","14474.737","11400.497","8856.069","12189.812","15382.1357","14374.739","13344.796","15613.748","12486.69","14693.95","14562.006","13353.53","17181.863","17181.863","14238.588","14398.681","12159.784","14651.042","13020.208","12559.009","12503.253","10019.959","16215.114","13307.045","12835.942","12563.316","13091.974"
"M1141.772T16.116","12445.667","12445.667","12445.667","12445.667","25238.9454","12439.518","15700.731","10166.386","15461.036","10657.854","9427.37","15435.236","15279.702","15198.041","11581.513","13672.339","11863.101","10613.635","13376.996","11050.868","11930.84","12211.332","14200.12","15023.424","13531.404","22037.533","14408.116","14474.737","11400.497","8856.069","12189.812","15382.1357","16164.051","22968.624","15608.098","12486.69","13211.279","14240.954","13353.53","17181.394","17181.394","13116.739","14398.202","12159.784","14651.042","16020.191","12559.009","12536.406","10019.959","18226.489","12161.958","12835.942","11887.556","13091.974"
"M1141.778T12.108","11476.923","11476.923","11476.923","11476.923","11209.4537","11372.781","11031.367","11531.564","11839.057","9519.461","23770.951","11398.111","10377.038","10600.583","7142.485","10260.69","9929.616","10613.63","10978.27","10423.92","9882.185","25315.784","11555.954","12406.319","11958.718","10573.823","9465.96","12058.464","11477.782","10711.734","11192.728","10377.3769","10327.568","11125.109","11942.069","10004.402","10206.528","11839.057","23538.276","18960.712","18960.712","11809.322","12118.246","7524.506","13921.332","9494.069","11878.949","15010.898","12729.573","10186.416","12189.006","11069.072","11480.561","12696.116"
"M1146.766T17.123","11874.735","11874.735","11874.735","11874.735","17613.1889","15747.009","21773.517","20033.938","23097.257","14421.817","22776.351","17980.544","23018.85","21582.554","19243.558","18787.848","15850.151","17199.103","23873.406","16493.127","20654.726","17460.445","18315.096","17025.151","18122.372","15482.279","22170.965","22731.907","15243.454","10219.687","11157.277","18389.144","17724.839","16554.601","18818.083","17293.609","21488.272","15022.548","15450.826","16211.598","16211.598","16612.683","18962.948","19061.555","18222.882","17209.225","17271.907","18136.149","11660.084","23911.379","18326.816","17146.691","15433.549","21119.168"
"M1146.77T17.121","11874.735","11874.735","11874.735","11874.735","35082.5805","15747.009","17768.873","17068.793","19173.461","14421.817","18235.34","21654.356","16881.743","17805.413","22155.402","18786.894","15850.151","17193.426","19732.411","16493.127","23961.639","34845.073","18626.626","17044.368","18122.372","15482.279","16281.523","22731.907","15393.492","10219.687","11157.277","18389.144","17724.839","16554.601","22457.45","36724.565","15885.102","20229.379","35534.284","16212.308","16212.308","16612.683","22936.804","19061.555","22207.914","21485.824","20049.323","18136.149","11660.084","25246.34","18423.668","20160.3","19941.646","17728.311"
"M1147.27T16.128","6745.626","6745.626","6745.626","6745.626","9148.2008","8636.814","9145.536","9114.326","7543.062","7405.554","9453.888","8113.906","7018.994","17981.655","12129.296","8794.506","10122.524","8760.202","9413.959","7740.9","9421.05","10146.139","11311.082","8780.128","9093.247","9614.758","9751.936","12570.026","10409.364","6037.267","8599.316","11401.7903","10554.364","8639.188","8368.325","9077.734","9731.504","9943.152","9432.363","8080.076","8080.076","9698.622","9111.441","10840.424","11005.269","7865.712","7718.333","9550.748","13700.492","10889.509","12184.444","11670.908","8745.344","7765.226"
"M1151.783T12.61","25338.848","25338.848","25338.848","25338.848","27001.1073","29145.031","29122.145","30735.244","30196.45","24876.858","24653.624","29528.487","31496.325","29905.186","27774.869","28904.816","23825.976","29648.252","28110.983","27780.754","27896.809","26358.398","27627.943","28603.734","27758.618","26305.927","28649.603","27936.656","29788.674","22004.378","25011.392","28803.8493","24606.759","30280.605","29136.518","24348.458","29886.013","25410.806","30183.331","26855.9","26855.9","28650.208","30085.267","27831.709","27239.361","26487.921","25730.37","29858.432","25341.72","31618.401","28434.773","25956.053","28335.566","25454.873"
"M1152.772T12.109","15321.506","15321.506","15321.506","15321.506","14645.9205","15493.331","14420.995","12485.894","17201.749","13389.709","14853.748","15726.432","26019.826","12936.202","12671.443","16236.564","12987.635","17176.579","16131.714","26490.649","14346.349","15620.223","16431.003","15820.699","29403.511","14960.122","15674.285","13822.963","15008.018","16948.01","24102.105","14395.236","17790.183","14824.458","13734.349","17584.097","15514.404","15580.027","15285.123","21171.212","21171.212","13039.057","15819.316","13179.921","13997.537","26516.518","22845.517","15265.66","24387.637","20312.097","12860.366","13722.755","12859.907","17776.693"
"M1153.768T17.12","9118.833","9118.833","9118.833","9118.833","11838.5693","10644.413","9927.799","11661.567","12442.539","7493.709","9417.899","11825.593","12657.86","13153.791","12918.158","11567.118","10743.862","10665.902","13254.657","19791.62","10003.91","9398.429","9301.973","12228.55","12064.651","7929.484","9451.692","19763.476","10852.302","6830.468","9391.263","11586.6999","13084.698","9677.784","11392.941","10003.044","9843.442","11057.27","12145.246","14640.191","14640.191","13446.218","11803.348","10481.737","12074.112","20405.963","11493.286","12356.94","8754.681","15311.623","8725.502","12910.535","12447.137","12148.246"
"M1154.769T17.115","10134.573","10134.573","10134.573","10134.573","15492.9187","11488.362","14342.522","13941.868","14605.762","11128.853","13730.794","16697.244","16243.393","17676.36","16629.918","12431.654","11937.627","11165.175","11860.397","10763.538","15795.448","12258.656","14463.766","11502.404","16128.914","9310.675","13920.825","15270.827","14804.588","10118.509","12794.795","15420.2103","13944.058","14179.742","15589.671","13494.601","13135.192","12679.393","14313.233","18222.509","18222.509","13517.881","15292.7","13184.36","14628.962","13173.585","12176.235","13960.035","10593.557","15922.988","13762.78","13769.355","14988.832","15883.085"
"M1154.774T12.107","9065.099","9065.099","9065.099","9065.099","8392.0968","8765.369","10784.256","8289.171","9424.455","8114.16","10633.806","13230.943","8334.93","7968.964","9077.15","14322.84","11181.22","8900.091","11860.381","10793.602","12361.597","12697.03","8874.071","9042.778","9827.421","11435.31","8745.701","9625.328","9916.163","9519.472","9427.292","8480.9992","11430.084","11231.387","11050.856","11081.144","10055.058","10447.795","8030.782","9203.395","9203.395","9364.53","15147.306","9106.83","11273.72","8010.111","9050.192","10071.796","10638.984","10459.646","9384.023","9513.061","8462.606","9643.537"
"M1155.781T12.608","14298.925","14298.925","14298.925","14298.925","14758.9162","15281.746","17584.654","15596.893","17211.944","14860.726","12051.337","15605.892","13893.543","13590.196","14033.232","16533.032","12901.601","16195.351","15489.748","13489.619","10657.517","13199.505","16693.617","16019.525","14938.737","21508.769","13761.796","15055.576","14810.219","14291.939","15764.593","14268.3929","14232.581","15063.392","15871.15","13726.971","14936.567","15583.117","15347.806","12477.32","12477.32","15249.606","20495.037","17568.181","15574.473","13511.046","15483.156","15915.779","15729.113","15822.918","16466.61","14799.638","14506.981","16203.109"
"M1157.276T13.111","15548.784","15548.784","15548.784","15548.784","16775.8864","15391.462","13881.97","14019.285","5270.454","15249.974","15108.346","10441.23","15354.197","14381.47","14320.637","14544.95","13939.765","14806.07","15266.151","14499.765","17216.12","14160.984","11063.59","13859.796","16340.007","12825.594","14535.91","15175.921","13601.795","13276.094","14861.971","14675.2737","10295.087","16360.256","15620.061","14779.821","14260.324","16456.433","17562.78","17077.508","17077.508","16557.168","15775.617","15704.26","16000.967","13832.749","14209.792","9560.596","13869.014","17246.467","15890.645","12479.565","14732.192","15649.697"
"M1157.439T14.055","27362.539","27362.539","27362.539","27362.539","29413.6965","25081.268","30658.387","30755.939","33595.567","24896.978","30787.024","24821.114","29575.166","26066.916","29174.361","31180.719","30502.595","25039.913","29916.683","25898.854","32677.22","28540.787","32867.557","29196.312","30280.962","27599.669","28551.722","18892.508","27635.106","20597.913","21717.951","31519.4269","30858.315","29606.469","30029.23","26883.499","29275.564","30991.68","31054.077","25462.799","25462.799","31674.285","30642.267","29218.457","30312.571","28876.036","29489.801","30275.524","24182.985","30572.244","29961.121","29903.442","30933.747","31829.033"
"M1158.097T16.12","8410.955","8410.955","8410.955","8410.955","7960.0104","11219.824","8533.397","8777.478","10410.225","7274.714","9063.174","8246.03","12159.721","5817.791","8941.126","8513.319","7522.395","10296.748","10680.429","7548.945","10324.591","8668.943","11711.876","8447.304","11202.038","8444.083","7585.013","9912.773","7091.454","5621.864","7628.038","10590.7487","8381.258","9852.213","9835.618","10007.04","7598.84","10202.028","9898.506","15334.48","15334.48","9257.69","10321.161","8140.553","9428.778","9657.997","8766.33","11084.063","6356.468","12156.547","8463.674","10987.589","11978.914","8401.385"
"M1160.766T17.121","8816.394","8816.394","8816.394","8816.394","22956.29","13801.28","13572.359","16515.464","12658.861","8381.36","14450.828","12098.664","15018.922","12185.833","14343.227","14819.555","10598.06","12197.563","11702.269","23444.745","15665.451","23331.677","15060.909","13734.133","14475.176","9968.929","12880.286","14713.131","14309.362","9066.792","9888.071","12602.6904","15010.409","12352.295","15279.169","14451.166","14742.672","12319.612","16008.274","14269.071","14269.071","13241.718","14795.803","13831.779","14607.881","11449.165","13598.542","11776.196","10284.645","15780.952","14539.488","12039.618","11441.591","13731.144"
"M1161.43T14.053","15467.506","15467.506","15467.506","15467.506","13754.2226","14796.906","15597.086","10869.861","10930.883","12741.172","15061.203","14760.964","14443.986","14707.958","13740.154","18991.049","14749.819","12135.053","15709.142","15510.135","15913.181","17284.266","14828.375","14387.836","8818.128","16975.398","10561.841","14078.26","14785.318","11966.076","14821.568","15750.4942","16053.501","14934.979","18488.911","14927.26","16823.591","15748.827","15125.105","22266.733","22266.733","15985.468","15731.097","12727.464","15058.217","14868.388","14217.921","6047.577","13330.031","12249.418","11595.388","7602.74","14225.954","14474.811"
"M1162.766T16.122","15142.112","15142.112","15142.112","15142.112","24159.3451","18897.011","16065.1","14888.235","18847.304","10284.052","16471.755","18783.831","19389.332","15665.4","18563.557","16472.396","14457.646","17775.198","12899.452","16232.65","17039.337","18256.896","19594.127","17464.827","18279.159","17112.601","13562.318","15516.457","13587.032","12127.234","13647.602","22162.288","12776.214","17475.196","12288.72","17137.753","14435.022","23283.642","13924.18","17260.472","17260.472","16205.34","17373.497","16761.929","12561.572","16673.052","14173.023","15654.747","14261.45","17455.731","14757.349","14791.948","17320.752","14996.856"
"M1163.774T15.006","9651.729","9651.729","9651.729","9651.729","12928.5187","10196.498","11563.236","14144.028","13821.787","10827.047","11820.794","13321.722","13687.798","10643.35","12441.883","8679.686","9574.83","11452.77","11187.9","11345.796","12866.548","19406.562","12811.887","11957.182","11440.358","9246.611","13594.768","9521.194","11493.156","8508.944","9899.702","12164.4813","10649.017","11357.911","12819.554","11258.08","12132.288","11187.277","12566.572","13669.295","13669.295","11256.499","12539.428","13086.993","12887.487","10780.244","11355.674","11219.98","9496.853","16258.297","11818.929","11512.434","12666.209","11359.388"
"M1164.775T13.111","100392.186","100392.186","100392.186","100392.186","107179.3853","109776.344","119407.28","114036.41","111761.17","96826.816","111148.17","112883.638","110604.822","111679.701","112354.887","117517.177","95572.595","111655.763","118817.761","114251.076","110580.696","117450.684","114220.334","114454.336","115736.666","107929.358","109602.029","108698.314","109317.234","89623.055","98573.82","111633.8109","109783.451","112158.319","114365.957","109522.916","113928.764","113661.966","120909.628","93234.441","93234.441","113906.698","113983.597","111145.39","113837.856","99900.735","108109.109","113990.947","94852.18","131800.394","111576.637","105762.338","116563.055","118121.818"
"M1165.777T13.111","23981.477","23981.477","23981.477","23981.477","27478.719","28988.703","28874.949","32651.856","31552.722","26164.425","24341.076","29351.792","28102.687","27374.895","28484.624","27992.653","25595.353","26482.284","28851.079","27953.655","26501.998","26904.043","27099.844","28671.886","31055.342","27403.619","28379.272","28319.378","26574.074","24313.782","26458.481","29035.9608","30454.337","29959.793","30171.244","25718.979","29104.077","30483.779","30818.778","32229.655","32229.655","29336.869","32219.165","32368.132","32114.369","26804.176","26529.506","25920.68","26181.966","34323.834","28697.241","28823.28","27537.628","30294.926"
"M1166.77T12.111","13525.371","13525.371","13525.371","13525.371","14291.7263","13538.735","14272.69","17854.445","13120.635","13065.927","12606.588","13658.356","13936.416","13857.207","12607.71","12745.285","11869.141","12669.369","14643.059","12298.471","13829.057","12738.126","11669.291","14566.673","13641.31","14914.61","17041.323","13921.598","13197.743","13674.753","15171.659","29726.2255","13743.689","12958.192","13137.479","12105.569","13993.856","10202.516","13557.117","19425.193","19425.193","21829.292","14046.012","13554.534","15232.083","12400.493","15010.489","14759.284","14001.127","13939.43","13167.905","17293.726","14169.568","11857.282"
"M1167.768T17.117","10163.105","10163.105","10163.105","10163.105","20405.4871","10718.058","12056.062","13909.298","14149.082","8268.643","7608.95","11695.245","11694.522","12484.966","12663.167","12903.847","9566.154","10055.861","12779.343","10118.935","12653.31","9945.487","11255.841","12060.07","11221.067","8136.853","12002.085","9275.587","10095.862","8258.07","16831.975","11869.2535","11608.363","12238.076","12299.187","9729.197","14280.714","12299.791","20638.019","11648.845","11648.845","10248.271","13786.494","12085.159","10592.348","10280.416","8954.892","13217.78","8574.214","13867.658","11937.825","10453.017","11016.952","12629.126"
"M1170.77T17.127","17218.747","17218.747","17218.747","17218.747","25925.9289","21552.967","32915.777","25446.669","26507.495","20798.414","22811.696","32385.464","30824.196","31241.689","31415.266","25442.467","20792.691","23598.281","28376.246","26092.221","25718.505","22537.3","31509.023","23264.032","27732.6","21720.47","25347.531","30932.645","27735.554","14123.027","18724.995","27670.8826","24688.956","49327.081","32231.063","20960.797","32168.216","22461.637","24173.19","25217.14","25217.14","23720.598","27839.734","23891.46","29191.637","22607.488","22021.984","25914.832","17735.76","35032.851","31700.818","31343.75","23055.178","25470.422"
"M1170.773T15.036","42400.052","42400.052","42400.052","42400.052","51124.8893","24892.454","26288.63","51255.885","31678.251","40697.525","29435.164","54117.969","50525.626","23413.374","50679.771","31623.826","22751.526","31482.164","54457.227","52593.802","32190.854","53583.427","27451.726","47218.325","55328.378","28545.38","48396.878","30777.856","48460.283","38824.288","28001.184","49013.8103","51007.086","49311.364","25013.843","44236.267","24553.44","48890.006","51515.428","54476.308","54476.308","49019.439","32818.724","50785.613","47019.513","29150.017","46801.701","51760.792","43661.327","64098.596","52304.598","24400.984","49851.398","52826.056"
"M1171.279T12.108","8596.922","8596.922","8596.922","8596.922","8766.6941","8854.674","6774.884","8194.383","9300.091","9268.156","10264.35","11266.339","7301.658","8155.595","8804.391","8360.215","5826.943","9985.882","10660.585","23116.965","8075.526","21061.091","10112.211","8338.264","11280.13","11663.792","8102.912","8558.977","9092.732","8624.749","8361.12","8777.0731","10577.638","10764.743","9575.192","7009.388","9403.549","10950.316","8991.988","10350.96","10350.96","9388.64","11849.442","9169.261","8620.808","6948.934","8356.96","8190.494","7645.619","10389.91","8695.085","7968.068","7759.782","10729.825"
"M1171.438T13.111","8897.505","8897.505","8897.505","8897.505","9264.4065","7646.886","6537.554","8180.497","9712.282","9062.89","7880.175","7751.644","13367.984","9226.077","8618.063","8778.033","7179.63","2082.345","10573.132","8127.734","11439.094","12688.55","6751.685","9646.597","11111.375","13728.332","7873.914","8274.728","8288.104","10274.272","8673.732","10803.5555","10096.857","8090.082","10305.916","9729.467","7329.908","11126.786","9671.907","11521.81","11521.81","9328.035","10336.918","9558.831","8791.88","8857.732","9534.439","11005.142","9744.71","8370.93","9511.806","8026.615","7719.55","8126.606"
"M1172.769T13.114","31166.67","31166.67","31166.67","31166.67","39939.137","34565.386","34808.051","24438.945","25840.725","29499.195","34199.513","38025.745","37943.49","36907.055","20962.531","39778.98","31197.119","23347.834","38176.622","35083.961","20278.552","34326.692","36907.045","23091.24","35377.559","34853.949","38801.535","39845.578","35055.179","27824.076","32751.411","41277.7324","39239.821","38640.081","37524","35607.628","35442.808","39243.378","38018.231","36548.235","36548.235","34478.905","36378.792","38605.983","36845.546","33949.407","37182.121","23025.42","33223.04","23007.189","35883.27","23624.662","37133.722","38300.663"
